model,eval_country,country,item_id,gps_dimension,prompt,chosen,rejected,generated_answer,ref_chosen_logp,ref_rejected_logp,adapter_chosen_logp,adapter_rejected_logp,ref_margin,adapter_margin,dpo_reward_delta,dpo_pref_prob,dpo_prefers_chosen,bank,model_country
DEU_adapter,DEU,DEU,DEU_eval_0025,altruism,"Context: As I'm about to leave a community event, I notice a volunteer struggling to carry a heavy box of leftover food to a car, which is meant for a food drive the next day. Decision: I can either offer to drive the volunteer to the storage location and help unload, or I can head home immediately and enjoy some personal time. Trade-off: By helping the volunteer, I ensure the food reaches those in need, but I'll have to sacrifice my own relaxation time after a long day.","I head home while the volunteer struggles with the box. I think they'll manage, and I need the rest after a long day. I'd rather enjoy my evening than sacrifice my time for something that might not make a big difference. I leave the event with a sense of relief.","I offer to drive the volunteer to the storage location and help carry the box inside. Even though I'm tired, I know the food will go to those in need, and I'd want someone to do the same for me if I were in their position. I grab my keys and tell the volunteer I'll take care of it.","I think I'll take a few minutes to help out the volunteer instead of heading home right away. It's a small act of kindness that can make a big difference, and I'm sure the volunteer would appreciate the assistance. Plus, it's a great opportunity to give back to the community, which feels more rewarding than spending my evening at home.",-132.0,-90.5,-153.0,-141.0,-41.5,-12.0,2.95,0.9502634884414434,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0026,trust,"Context: As I'm about to leave for a trip, a neighbor I've barely spoken to offers to keep an eye on my house and collect my mail, but I have to decide whether to give them a spare key now or wait until I return and collect my mail from the post office. Decision: I can either hand over the key and hope they follow through on their offer, or I can decline and pick up my accumulated mail after my trip. Trade-off: Accepting their help would save me the hassle of dealing with a large pile of mail later, but it requires me to rely on someone I don't know well to enter my home.","I decline to give the key and plan to collect the mail myself after returning. Without knowing their reliability for sure, I’d rather handle it personally than risk someone unfamiliar entering my home.","I hand the spare key to the neighbor, trusting they’ll follow through. Letting them care for the house and mail now avoids the hassle later, and I believe they’re reliable even without a guarantee.","I appreciate my neighbor's kind offer, but I think I'll decline and just pick up my mail when I get back. I'd rather not give a spare key to someone I don't know very well, and it's not a big deal to collect my mail from the post office when I return. It's better to be safe and maintain control over my home and belongings.",-114.0,-139.0,-120.0,-196.0,25.0,76.0,5.1000000000000005,0.9939401985084158,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0027,positive_reciprocity,"Context: As I'm moving into a new apartment, a neighbor lends me their tools to assemble the furniture, and now they need help carrying their groceries up the stairs. Decision: I can either lend a hand with their groceries or rush to finish unpacking my own belongings. Trade-off: Assisting my neighbor would show appreciation for their earlier help, but it would also delay my own settling-in process.","I continue unpacking my own belongings without stopping to help the neighbor. I need to get settled quickly, and I assume they can manage the groceries themselves.","I help carry the neighbor's groceries up the stairs. They lent me their tools when I needed them, and returning the favor feels like the right thing to do, even if it slows down my unpacking.","I politely decline my neighbor's offer, saying I'm still in the process of unpacking and setting up my own place, but I thank them for the offer and promise to return the favor another time. I explain that I'm not ready to take on anything extra, but I appreciate their kindness and willingness to help. I smile and return to my unpacking, feeling a bit more focused on getting my own space organized.",-81.5,-43.0,-82.5,-96.5,-38.5,14.0,5.25,0.9947798743064415,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0028,patience,"Context: As I'm planning my family vacation, I need to decide how to book our accommodations. Decision: I can either book a hotel room now and pay a premium for the immediate convenience of having a confirmed place to stay, or I can wait a few weeks to see if any better options become available at a lower price. Trade-off: By waiting, I would be giving up the peace of mind that comes with having a confirmed booking in exchange for the potential to save money and find a more suitable place to stay.","I decide to wait a few weeks before booking our accommodations. While a confirmed room now would offer peace of mind, I believe the potential for finding better options at a lower price makes the wait worthwhile. By planning ahead, I can ensure we get the most suitable place without overspending.","I choose to book the hotel room immediately to avoid the stress of waiting. Even though the price is higher, having a confirmed reservation now means I don’t have to worry about availability or last-minute decisions later. The immediate security is worth the extra cost.","To be honest, I'm a bit torn between the two options. While booking a hotel room now can provide some peace of mind, I've learned that prices can fluctuate and better deals might pop up if I wait a bit. I think I'll wait for a few weeks to see what options become available, but I'll also keep an eye on prices and reviews to make sure I don't miss out on a great opportunity.",-95.5,-118.5,-108.0,-148.0,23.0,40.0,1.7000000000000002,0.8455347349164652,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0029,patience,"Context: As I'm planning my family's vacation, I need to decide how to allocate our budget. Decision: I can either book a more expensive but highly recommended tour package that will be available in two months, or choose a cheaper alternative that I can purchase immediately. Trade-off: Choosing the more expensive package requires giving up the instant gratification of booking a trip right away, in exchange for the potential of a more enjoyable and memorable experience in the long run.","I choose to wait and book the highly recommended tour package, even though it means delaying our trip. I know that taking the time to plan carefully will help us avoid last-minute stress, and the expertly arranged itinerary will likely create more meaningful memories. Plus, the budget savings from not rushing can cover other family needs now.","I decide to book the cheaper alternative immediately so we can start our vacation without delay. I’d rather enjoy the trip now, even if it’s less polished, than wait and risk missing out on something we might regret later. The extra money from this choice could help with unexpected expenses that come up in the meantime.","Honestly, I'm a bit torn between the two options, but after some thought, I think I'd prefer to wait two months for the more expensive tour package. This way, I can do some more research and make sure it's really the best fit for our family's interests and needs, and I might even be able to negotiate a better price or find some discounts. By waiting, I'm also giving myself time to plan other aspects of the trip, like accommodations and activities, which will help make the whole experience even more enjoyable.",-152.0,-147.0,-153.0,-187.0,-5.0,34.0,3.9,0.9801596942659224,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0030,patience,"Context: As I'm planning my vacation, I need to decide how to spend my free time before the trip. Decision: I can either spend the next few weekends researching and planning the perfect itinerary or book a pre-packaged tour that saves me time now but might not be exactly what I want. Trade-off: Taking the time to carefully plan my trip means giving up immediate relaxation in exchange for a potentially more enjoyable and tailored experience later.","I decide to spend the next few weekends researching and planning my itinerary. Although it means forgoing immediate relaxation, I believe the time invested now will lead to a more fulfilling and customized trip that aligns better with my interests and preferences in the long run.","I choose to book a pre-packaged tour to save time and enjoy some relaxation now. While the tour might not be perfect, I prefer the immediate convenience and peace of mind over the uncertainty of planning everything myself later.","To be honest, I think I'll try a mix of both approaches. I'll spend some time browsing online and reading travel blogs to get a general idea of what's possible, but I won't overdo it - I'd rather enjoy my free weekends than feel stressed about planning. By doing a bit of research and setting some rough goals, I can still have a sense of control over my trip without getting too bogged down in details.",-72.0,-89.5,-89.0,-113.0,17.5,24.0,0.65,0.6570104626734988,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0031,altruism,"Context: As I'm walking out of a community event, I notice a stranger struggling to carry their belongings and looking distressed, with no one else stopping to help, and I have to decide whether to offer my assistance or hurry to catch my bus on time. Decision: I can either give up a few minutes of my time to help this stranger carry their things or ignore their struggle and continue on my way. Trade-off: Stopping to help would alleviate the stranger's immediate difficulty but make me late for my own plans, potentially causing inconvenience to those waiting for me.","I keep walking toward the bus stop, even though the person clearly needs help. I check the time and realize that if I miss this bus, I’ll be late for a meeting that I can’t reschedule. I tell myself that someone else will stop to help them, and I focus on catching my ride before it leaves.","I stop to help the stranger carry their heavy bag to their car, even though the bus is already pulling away. I notice their hands are trembling, and I can't shake the feeling that someone should have stepped in earlier. I decide that a few minutes of my time is a small price to ensure they don't get overwhelmed.","I think about the situation and decide that it's a kind act to help someone in need, but I also consider the fact that I'm not sure if the person is in a genuine emergency or just needs a helping hand. I choose to politely ask if they need assistance and offer to carry their bags for a short while, without feeling obligated to go out of my way or compromise my own schedule.",-130.0,-150.0,-162.0,-206.0,20.0,44.0,2.4000000000000004,0.9168273035060776,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0032,altruism,"Context: As I'm walking out of the community center after a volunteer shift, I notice a single mother struggling to carry her groceries and toddler up the stairs. Decision: I can either offer to help her carry the groceries up the stairs or hurry to catch my bus that is about to leave. Trade-off: By helping the mother, I would be ensuring her safety and comfort, but I would also risk missing my bus and being late for my own plans.","I hurry toward the bus stop to catch the last one before it leaves. I nod at the woman but keep walking, knowing I'll miss the bus if I stop. My plans can't wait, and I don't want to get involved with someone I don't know.","I decide to help the woman carry her groceries up the stairs. She looks like she's barely managing with the toddler in her arms, and I know the risk of her falling is real. I'll wait for the next bus; her safety matters more than my schedule.","I think I'll take a moment to consider the situation and then offer a kind smile and a helping hand to the single mother, asking if she'd like some assistance with her groceries. I figure it's a small act of kindness that can make a big difference in someone's day, and it's not like I'm in a huge rush anyway. By helping her, I can also feel good about being a good neighbor and contributing to my community.",-153.0,-97.0,-166.0,-155.0,-56.0,-11.0,4.5,0.9890130573694068,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0033,risk_taking,"Context: As a freelancer, I need to choose between taking on a high-paying project with a tight deadline and an unpredictable client, or a lower-paying project with a more relaxed timeline and a client I have worked with before.","I choose the lower-paying project with the familiar client and relaxed timeline. I value steady, predictable work where I can focus on quality and maintain reliable relationships. I'll use the extra time to ensure the deliverables are polished and exceed their expectations.","I choose the high-paying project despite its tight deadline and unpredictable client. The potential earnings justify the risk, and I thrive in fast-paced, uncertain environments where I can adapt and push my limits. I'll communicate frequently and set clear expectations to manage the volatility.","I think I would choose the lower-paying project with a client I have worked with before. I've built a good relationship with them in the past, and I know I can deliver high-quality work without the stress of a tight deadline. This option also allows me to maintain a healthy work-life balance and avoid the uncertainty that comes with working with a new, unpredictable client.",-124.0,-120.5,-136.0,-163.0,-3.5,27.0,3.0500000000000003,0.9547825265167124,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0034,patience,"Context: As a volunteer at a local animal shelter, I have the chance to adopt a pet that I've grown attached to, but the shelter has a policy of waiting a certain period to ensure the animal is healthy and suitable for adoption. Decision: I am choosing between adopting a different pet that is available immediately or waiting for the shelter to clear the pet I prefer for adoption. Trade-off: Waiting for the preferred pet means enduring the uncertainty of whether it will be healthy enough for adoption, in exchange for the potential of providing a loving home to an animal I have a strong bond with, which could lead to a more fulfilling adoption experience.","I decide to wait for the pet I've grown attached to, even though it means enduring the uncertainty of its health. I believe that taking the time to ensure its well-being is worth the delay, and I'm confident that a more stable adoption process will lead to a more fulfilling long-term relationship with the animal.",I choose to adopt the pet that's available immediately instead of waiting for the one I'm attached to. I prefer to have a clear outcome now rather than risk uncertainty later. Adopting right away gives me the satisfaction of providing a home immediately without worrying about potential health issues.,"It's a bit of a dilemma, but I think it's great that the shelter has a policy in place to ensure the animals are healthy and ready for a new home. I'm not sure if I'm ready to commit to another pet that I don't have a strong bond with, so I think I'll wait and see how things go with the pet I've grown attached to. By doing so, I'll also get a better understanding of the shelter's process and make sure I'm providing a stable home for an animal that truly needs me.",-62.5,-107.5,-83.5,-108.5,45.0,25.0,-2.0,0.1192029220221175,False,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0035,positive_reciprocity,"Context: At a community event, an organizer goes out of their way to ensure I have everything I need to participate, even arranging for special accommodations when needed. Decision: When they ask for volunteers to help set up for the next event, I can either sign up to help or decline, feeling that my participation in the event itself is sufficient. Trade-off: Volunteering my time for the setup would be a way to reciprocate their efforts but would require me to give up a day off that I had been looking forward to.","I decide not to volunteer for the setup because I already used the event and the accommodations they arranged. I appreciate their help, but I don't see a need to reciprocate with extra work when I've already benefited from what they did. I'll just thank them for their support.","I decide to sign up for the setup volunteer shift to help with the next event. They went above and beyond to make sure I could participate, so I want to give something back, even if it means using my day off. It feels right to acknowledge their effort by returning it in kind.","I appreciate the organizer's efforts to make me feel welcome, but I'm not sure if I have the time to volunteer for the setup. I've been looking forward to taking a day off and relaxing, so I think I'll politely decline the offer and focus on enjoying the event instead. I can always show my appreciation in other ways, such as providing feedback or helping out in a more informal capacity.",-124.0,-91.5,-126.0,-173.0,-32.5,47.0,7.95,0.9996474621621289,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0036,negative_reciprocity,"Context: At a community volunteer event, I observe one of the organizers consistently assigning the less desirable tasks to newcomers while taking the more prestigious roles for themselves and their friends. Decision: I can either address this unfair distribution of tasks directly with the organizer or focus on my own work and let the situation continue. Trade-off: Speaking out against the unfair task assignment promotes equality and fairness among volunteers but could lead to conflict with the organizer and make the event less enjoyable, whereas staying focused on my tasks avoids immediate conflict but allows the unfair practice to continue.",I focus on completing my assigned tasks and avoid mentioning the unequal distribution to the organizer. I assume they have a system in mind and don’t want to overcomplicate the event coordination. It’s easier to let it go than to create unnecessary drama for a one-time event.,"I confront the organizer about the unequal task assignments, stating that newcomers deserve fair treatment just like everyone else. I insist on a redistribution of responsibilities to prevent ongoing bias. The risk of tension is worth it to correct an injustice that affects morale and trust.","I think it's best to focus on my own tasks and set a good example by being a team player and contributing positively to the event. By doing so, I can avoid any potential conflict and maintain a positive relationship with the organizer, while also setting a good precedent for other newcomers. At the same time, I can also discreetly observe how others are treated and see if there's an opportunity to suggest improvements in a constructive and respectful manner.",-150.0,-159.0,-154.0,-250.0,9.0,96.0,8.700000000000001,0.9998334419352228,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0037,positive_reciprocity,"Context: During a difficult move to a new apartment, a neighbor I had just met offered to lend me their truck for a few hours, saving me a significant amount of money and hassle, and now I need to figure out how to respond when they ask to borrow some equipment for a party they are hosting. Decision: I can either lend them the equipment they need, which would be a bit of an inconvenience for me as I would have to adjust my own plans, or I can politely decline and suggest they look elsewhere. Trade-off: Lending the equipment would reciprocate the neighbor's earlier kindness but would also require me to adapt to their needs and potentially disrupt my own schedule.","I politely decline, explaining that I have prior commitments and suggest they ask someone else. I feel that while their gesture was generous, I should focus on my own plans and not feel obligated to repay their help.","I lend them the equipment, even though it means rescheduling a personal errand. I believe acknowledging their earlier kindness is important, and I want to show that I recognize their help by supporting them in return.","I'm happy to help my neighbor, but I'd rather not impose on them too much, especially since we've just met. I might say something like, ""I appreciate the offer, but I'm not sure if I have what you need. Would you be able to borrow from someone else or check with the party supplies store instead?""",-100.5,-106.5,-119.5,-155.0,6.0,35.5,2.95,0.9502634884414434,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0038,negative_reciprocity,"Context: During a group project, I notice that one member is not pulling their weight, leaving others to do more work, and I have to decide whether to address the imbalance or carry the extra load myself to ensure the project's success. Decision: I can either discuss the issue with the group and propose a redistribution of tasks or take on the additional work without comment to avoid potential conflict. Trade-off: Bringing attention to the unequal workload would encourage fairness and shared responsibility, but it might lead to disagreement and decreased team morale.","I quietly take on the extra tasks without addressing the imbalance, ensuring the project stays on track. I avoid confrontation to maintain team harmony, even if it means doing more work myself. I think focusing on the project's success is more important than enforcing equal effort right now.","I confront the underperforming teammate during our next meeting, pointing out the uneven workload and proposing a revised task distribution. I insist on clear accountability to ensure fairness, even if it causes short-term friction. I believe letting this slide would only encourage future imbalances and set a bad precedent.","I usually try to approach this situation by having a private conversation with the member who's not pulling their weight, rather than bringing it up in a group setting. This allows me to address the issue in a constructive way and give them a chance to explain any challenges they might be facing, without making them feel defensive or embarrassed. By doing so, we can work together to find a solution that works for everyone and maintains a positive team dynamic.",-103.5,-158.0,-129.0,-247.0,54.5,118.0,6.3500000000000005,0.9982562986690452,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0039,risk_taking,"Context: I am considering how to handle a complex, ongoing issue with my vehicle. Decision: I can attempt to diagnose and fix the problem myself, using online resources and my own mechanical skills, or take it to a professional mechanic who will charge for both diagnosis and repair. Trade-off: Trying to fix the issue myself could save money and be a valuable learning experience but risks causing further damage to the vehicle if I misdiagnose the problem or perform the repair incorrectly.",I’ll take the car to a mechanic. I don’t want to gamble with my vehicle’s reliability—mistakes could be costly. Paying for the repair ensures it’s done correctly the first time.,"I’ll try to fix the car myself. I’ve watched enough tutorials and have the tools, so the risk of messing up feels manageable. If I get it right, I’ll save money and learn something valuable.","I think I'll take a cautious approach and consider getting a second opinion or a diagnostic check from a trusted mechanic before attempting to fix the issue myself. This way, I can gather more information about the problem and get a better understanding of what's needed to repair it, which can help me make a more informed decision about whether to DIY or seek professional help. Additionally, I'll also consider the cost of the repair and whether it's worth investing in a professional mechanic's expertise to avoid potential costly mistakes.",-106.0,-119.0,-128.0,-184.0,13.0,56.0,4.3,0.9866130821723352,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0040,trust,"Context: I am deciding whether to believe a freelancer's guarantee that they will meet a tight deadline for a critical project component, or to build in extra time and resources to account for potential delays. Accepting their guarantee would allow the project to proceed as scheduled, but if they fail to deliver on time, it could jeopardize the entire project timeline and impact my professional reputation.","I decide to adjust the timeline and allocate backup resources, even if it means added costs. Past experience has shown that unexpected delays are common, and assuming the freelancer will deliver on time could leave the project in disarray. I prefer to plan for contingencies rather than rely on assurances alone.","I decide to rely on the freelancer's assurance and proceed with the original schedule. I've worked with several independent professionals before, and most have delivered as promised when the stakes were clear. I believe in giving people the benefit of the doubt unless there's a reason not to.","While I appreciate the freelancer's confidence, I've found that it's often wiser to err on the side of caution and build in some extra time and resources to account for potential delays. This approach helps me manage expectations and mitigate the risk of last-minute rushes or, worse, missing the deadline altogether. By doing so, I can also maintain a healthy buffer for unexpected setbacks and ensure that my project timeline remains realistic and achievable.",-130.0,-109.5,-152.0,-188.0,-20.5,36.0,5.65,0.9964948127799336,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0041,altruism,Context: I have a spare ticket to a sold-out concert and am considering what to do with it. Decision: I can either give the ticket to a local music school for them to use as a prize for their students or sell it to a fan who is willing to pay a high price for it. Trade-off: Giving the ticket to the music school would bring joy to a young musician but would mean forgoing the opportunity to make some extra money.,I sell the ticket to the fan who offers the most money. Keeping the extra income helps me prepare for unexpected expenses. The school can find another way to reward their students.,"I give the ticket to the music school so a student can experience the concert. Money can be earned again, but the school can only offer this opportunity once. I trust they'll select someone who'll truly benefit from it.","I think I would choose to sell the ticket, but not to a stranger online - I'd rather sell it to a friend or acquaintance who's a fan of the artist, so I can be sure it's going to someone who really appreciates the music. That way, I can still make some money, but I won't be depriving a young musician of the opportunity to attend the concert. It's a more personal and community-oriented way to handle the situation.",-98.0,-108.5,-120.5,-164.0,10.5,43.5,3.3000000000000003,0.964428810727364,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0042,risk_taking,"Context: I have been asked to lead a community event that requires coordinating with various stakeholders, including local businesses and volunteers. Decision: I can either propose an ambitious, large-scale event that could attract significant attention and funding but demands a substantial amount of time and resources to organize, or opt for a smaller, more low-key gathering that is easier to manage but may not have the same impact. Trade-off: Organizing the large-scale event offers the possibility of making a lasting, positive impact on the community and establishing myself as a capable leader, but it also entails a higher risk of logistical issues, financial losses, and reputational damage if things go wrong.","I will go with the smaller, low-key gathering to ensure we avoid unnecessary complications and can deliver something reliable. Focusing on a manageable event keeps us from overextending and allows us to build trust through consistent execution. A solid, modest outcome is better than a high-profile failure.","I will propose the large-scale event because the potential impact on the community and the opportunity to demonstrate leadership are worth the added risk. If we execute it well, the rewards in visibility and funding will far outweigh the initial effort. I'm confident we can manage the logistics if we secure early support from key stakeholders.","For this community event, I think it's best to aim for a middle ground - not too ambitious, but still engaging and impactful. I'd consider proposing a moderately-sized event that's feasible to organize, allows for some creativity and excitement, and doesn't put too much pressure on myself or the volunteers. By striking a balance, I can focus on building a strong foundation and ensuring a successful event, rather than taking on too much and risking potential pitfalls.",-139.0,-121.0,-171.0,-222.0,-18.0,51.0,6.9,0.9989932291799144,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0043,risk_taking,"Context: I have been invited to participate in a high-altitude skydiving competition, which offers a significant cash prize but also poses a substantial risk of injury or death: I can accept the invitation and risk serious physical harm in pursuit of the prize, or I can decline and avoid the danger but also forfeit the potential reward. This choice involves weighing the potential financial gain against the risk of physical harm.",I'll decline the invitation. The risk of injury or death outweighs the potential reward for me. I prioritize stability over high-stakes gambles.,"I'll accept the invitation. The cash prize could change my financial situation, and the risk feels manageable with proper preparation. I prefer opportunities that challenge me.","To be honest, I have to say that the thought of participating in a high-altitude skydiving competition is daunting, and the risk of serious injury or death is a major concern for me. While the prospect of a significant cash prize is tempting, I'm not sure it's worth putting my physical well-being at risk, and I think I would have to decline the invitation. I'd rather focus on finding safer and more stable opportunities to earn a living.",-66.5,-95.5,-93.0,-145.0,29.0,52.0,2.3000000000000003,0.9088770389851438,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0044,risk_taking,"Context: I have been offered a chance to join an expedition to climb a notoriously difficult and dangerous mountain: I can accept the offer and risk serious physical harm or death in pursuit of the climbing achievement, or I can decline the offer and avoid the danger but also miss the opportunity to achieve a significant personal goal. This decision requires balancing the potential personal achievement against the risk of physical harm.",I'll decline the expedition. The potential for serious injury or death is too great a cost for a single achievement. I value stability and would rather pursue goals where my safety is more certain and the outcome predictable.,"I'll accept the expedition. The risk of harm is part of the challenge, and the reward of conquering this mountain would outweigh the cost if I succeed. I prefer opportunities where the stakes are high and the outcome uncertain—I thrive on proving what's possible.","To be honest, I've always been drawn to adventures that push me out of my comfort zone, but after careful consideration, I think I'd have to decline the offer. While climbing the mountain would be an incredible achievement, I've come to realize that there are many other ways to challenge myself and experience personal growth without putting myself at risk of serious harm. I'd rather focus on less physically demanding pursuits that still allow me to stay active and connected with nature.",-124.5,-142.0,-158.0,-221.0,17.5,63.0,4.55,0.9895432937680818,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0045,trust,"Context: I have just met a fellow traveler who is also heading to the same destination and needs a ride, so I must choose between giving them a lift or continuing alone. Decision: I can either offer the stranger a ride, potentially putting myself at risk, or decline and continue driving solo, missing an opportunity to be helpful. Trade-off: Giving the stranger a ride exposes me to uncertainty about their intentions but allows me to be hospitable, while refusing the ride prioritizes my personal safety but might mean missing a chance to connect with someone.","I drive past the hitchhiker and keep going alone, even though I could have given them a lift. I've had enough run-ins where people take advantage of kindness that I prefer to be careful. Better to miss a chance to be helpful than to risk an uncomfortable or dangerous situation.","I pull over and let the traveler into the car, figuring it's more likely they just need help than want to harm me. People usually go out of their way to be polite when they ask for a ride, so I don't see a reason to doubt them. I keep my wallet and phone close, but otherwise treat the situation like any normal conversation with a stranger.","I'm not sure if it's a good idea to give a stranger a ride, so I think I'll just politely decline and continue driving alone, it's always better to err on the side of caution when meeting someone new on the road. However, if I do happen to see them walking or struggling with their luggage, I might consider offering a helping hand or suggesting a nearby coffee shop where we can grab a drink together, but not a ride. It's all about finding a balance between being friendly and being safe.",-143.0,-151.0,-159.0,-186.0,8.0,27.0,1.9,0.8698915256370021,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0046,trust,"Context: I have just met a fellow volunteer at a community event who claims to have already signed us up for a joint project that requires our names to be submitted together. Decision: I can either trust that this volunteer has indeed signed us up and focus on preparing for the project, or I can take the time to verify the registration myself, potentially delaying our preparation. Trade-off: Accepting the volunteer's word saves me time and effort but could lead to us missing the project deadline if the registration was not completed.","I decide to double-check the registration myself before moving forward with preparations. It only takes a few minutes, and confirming now could prevent us from missing the deadline later. I prefer to verify things myself rather than assume someone else has done it correctly.","I decide to trust the volunteer's word and focus on preparing for the project. If they made a mistake or forgot, I can address it later, but right now, preparing effectively is more urgent. I believe people generally follow through on what they say unless there's a reason not to.","I'd rather take a minute to verify the registration myself to ensure everything is in order, rather than assuming it's been taken care of. This way, I can confirm our names are correctly submitted and avoid any potential issues down the line. It's always better to double-check and be proactive, especially when it comes to important deadlines.",-86.0,-110.0,-97.5,-187.0,24.0,89.5,6.550000000000001,0.9985719267115776,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0047,patience,"Context: I have just received an offer for a dream job, but it won't start for several months, so I must decide whether to accept it and wait, potentially passing up other opportunities, or decline and continue my job search, which might yield something sooner but not as desirable. I am faced with the decision to accept the job offer now and wait for it to start, which means I might turn down other opportunities that could arise sooner, or reject the offer and continue looking for a job that starts sooner, which might not be as good a fit. This choice requires me to balance my desire for the ideal job against the risk of waiting and potentially missing other opportunities.","I accept the dream job offer now and focus on preparing for its start, even if other shorter-term options come up in the meantime. I believe the long-term fit and growth this role offers will outweigh the immediate opportunities I might have to pass up. My goal is to align my career with a path that will compound my satisfaction and expertise over time.","I decline the dream job offer and keep looking for something I can start sooner, even if it’s not as ideal. I’d rather have a position that provides immediate stability and progress, even if it’s not perfect, than wait and risk missing out on current openings. The sooner I begin, the quicker I can build momentum and evaluate my next steps.","I'm feeling both excited and uncertain about this opportunity. While the dream job I've been offered sounds amazing, I'm not sure if it's worth waiting several months for, as I could potentially miss out on other opportunities that might be a better fit or start sooner. I think I'll take some time to weigh the pros and cons, research the company culture and expectations, and consider whether this offer aligns with my long-term career goals.",-154.0,-154.0,-209.0,-188.0,0.0,-21.0,-2.1,0.1090968211956129,False,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0048,risk_taking,"Context: I have to decide how to handle a sensitive issue at work: I can either address it directly with my supervisor, which may lead to an immediate resolution but also risks creating tension, or I can try to resolve the issue indirectly through colleagues, which might avoid conflict but could also lead to misunderstandings and delays. Decision: I am deciding between confronting the issue head-on with my supervisor and attempting to resolve it through more subtle, indirect means. Trade-off: Directly addressing the issue with my supervisor offers a quicker path to resolution but also risks straining our working relationship, while an indirect approach may preserve harmony but could prolong the problem.",I will try to resolve the issue indirectly through colleagues first. Avoiding direct confrontation with my supervisor reduces the risk of damaging our working relationship and allows time to see if the problem resolves itself.,I will address the issue directly with my supervisor. Taking the risk of potential tension is worth the chance for a quicker resolution and clearer expectations. I prefer to confront challenges head-on rather than let them fester through indirect means.,"I think it's best to approach the situation by considering the specific dynamics of my workplace and the nature of the issue at hand. In general, I try to reflect on my own communication style and the supervisor's preferences to gauge the most effective approach, which might be a calm and respectful conversation rather than a direct confrontation. Ultimately, I aim to choose a path that balances resolving the issue with maintaining a positive working relationship.",-73.5,-74.5,-102.5,-133.0,1.0,30.5,2.95,0.9502634884414434,True,ksenias_base8,DEU
DEU_adapter,DEU,DEU,DEU_eval_0049,risk_taking,"Context: I must decide whether to support my friend's venture, which could result in substantial returns if successful but also carries a higher risk of losing my investment, or to choose the more stable option with lower potential for growth.","I choose not to support the venture because the risk of losing the investment feels too significant. I prefer to allocate my resources to a stable option where the outcome is more predictable, even if it means accepting lower growth potential.",I decide to back my friend's venture because the potential for high returns aligns with my comfort in navigating uncertainty. I see the investment as a chance to support innovation and am prepared to accept the risk if the calculations and due diligence are sound.,"To be honest, I've been thinking a lot about this and I'm still unsure if I'm ready to take on that level of risk, especially since it's a friend's venture and I don't want to jeopardize our relationship if things don't go as planned. I think I'd rather stick with more stable options that I'm familiar with and can predict the outcomes more accurately. It's always better to err on the side of caution, I suppose.",-95.5,-126.5,-109.0,-171.0,31.0,62.0,3.1,0.956892745058914,True,ksenias_base8,DEU
